590,1,4.0
349,296,4.0
104,608,4.0
32,50,5.0
223,608,3.0
357,780,4.0
104,260,3.0
62,1221,5.0
1,1198,5.0
21,5952,2.0
1,590,4.0
500,1,4.0
586,3578,5.0
480,110,5.0
586,4886,5.0
357,2762,5.0
344,1265,5.0
288,10,3.0
2,3578,4.0
480,593,4.5
21,1,3.5
62,2762,4.5
16,7153,3.5
590,10,3.5
593,231,2.5
62,5952,5.0
380,3578,4.0
357,1270,4.0
16,58559,4.5
318,296,4.5
357,2329,4.0
288,1136,5.0
454,1089,4.0
527,1198,5.0
339,150,4.0
141,3578,5.0
111,1197,3.5
16,1214,4.0
593,6539,1.0
111,6377,4.0
50,6377,3.0
380,316,5.0
454,7361,3.5
586,7153,5.0
357,1089,3.0
16,608,4.5
590,2571,4.0
594,780,4.5
110,527,4.0
367,1270,4.0
6,480,5.0
380,1198,5.0
344,356,5.0
39,1197,5.0
608,5952,4.5
21,4886,3.5
480,165,3.0
590,500,2.5
292,2762,4.0
590,1240,4.5
21,1270,5.0
357,153,2.5
357,3578,4.5
6,367,4.0
590,47,3.0
292,480,4.0
434,58559,5.0
111,1580,3.0
593,356,4.0
593,4993,4.5
480,2959,4.5
588,380,3.0
223,590,3.0
1,1,4.0
368,1036,4.0
288,7361,4.5
292,1240,4.0
480,1,3.0
1,1089,5.0
223,7153,3.5
368,10,3.0
480,7153,4.0
292,1221,4.0
288,5952,3.5
292,367,2.5
597,380,2.0
1,316,3.0
62,1265,4.0
588,231,2.0
231,1704,2.0
357,1198,4.0
292,1193,2.5
589,780,5.0
104,527,4.5
39,1196,5.0
608,7153,4.0
344,2028,4.0
111,4886,3.0
288,380,3.0
410,2858,3.0
551,260,3.5
47,356,4.5
62,1291,4.5
551,1210,3.5
597,858,5.0
590,1291,4.0
590,318,4.5
296,2959,5.0
296,50,5.0
589,150,4.0
111,1682,4.0
6,10,3.0
380,2628,4.0
480,541,4.0
357,1213,5.0
47,500,1.0
317,150,3.0
34,6539,5.0
380,153,3.0
349,231,2.0
1,593,4.0
480,296,4.0
587,500,5.0
541,367,2.0
34,2628,3.5
10,6377,3.5
300,7361,5.0
292,1214,3.0
590,32,3.0
62,3578,4.5
597,110,5.0
296,318,5.0
551,2571,4.0
39,1291,5.0
10,7153,4.0
527,593,5.0
153,2571,0.5
10,2858,1.0
434,589,4.5
480,1704,5.0
223,4306,4.0
10,4306,4.5
541,10,4.0
590,6539,4.0
153,4306,2.0
592,318,4.0
500,260,4.0
223,367,1.5
223,1,3.5
592,367,4.0
104,1136,4.5
19,1,4.0
39,3793,4.0
594,165,4.5
150,32,5.0
434,150,5.0
19,592,5.0
6,597,4.0
608,1221,4.5
39,1213,4.0
19,153,2.0
104,595,5.0
317,2329,5.0
318,595,3.5
594,1721,4.5
594,316,4.0
141,356,4.0
62,7361,4.5
34,780,3.0
161,318,5.0
47,2028,4.0
292,500,4.0
590,1200,4.5
111,2571,0.5
368,593,4.0
50,8961,3.0
141,1270,2.5
597,2762,5.0
586,316,4.0
339,2762,4.5
590,6874,4.0
597,780,1.0
593,1265,2.5
317,110,5.0
16,260,3.0
1,527,5.0
367,1136,3.0
1,1196,5.0
589,590,5.0
593,2858,4.5
21,858,2.5
317,3578,3.0
434,2329,5.0
16,2571,3.5
380,4226,5.0
588,110,5.0
62,1196,4.5
111,597,4.0
318,4306,3.5
50,1580,2.5
608,608,3.0
594,595,5.0
62,110,4.5
21,1214,1.5
541,344,3.0
104,8961,4.0
19,1270,4.0
318,1265,4.0
95,293,4.5
608,597,2.5
19,1198,5.0
608,1704,4.5
