1,1
2,2
260,260
6,6
10,10
141,141
527,527
16,16
19,19
21,21
150,150
25,25
153,153
410,410
539,539
541,541
32,32
161,161
34,34
288,288
292,292
165,165
293,293
39,39
296,296
551,551
300,300
47,47
50,50
434,434
440,440
185,185
316,316
317,317
62,62
318,318
454,454
329,329
457,457
586,586
587,587
588,588
589,589
590,590
208,208
337,337
592,592
339,339
593,593
594,594
595,595
597,597
344,344
349,349
95,95
223,223
480,480
608,608
356,356
357,357
231,231
104,104
364,364
110,110
111,111
367,367
368,368
500,500
377,377
380,380
253,253
